title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded,metascore,userscore,total_sales_scaled,metascore_scaled,userscore_scaled,combined_score,success_combined
street fighter iv,Ps3,Fighting,Capcom,Capcom / Dimps Corporation,9.3,4.19,2.04,0.59,1.05,0.52,2009.0,5,22,107,93.0,74.0,0.20620078740157483,0.9367088607594937,0.7628865979381443,0.454948451039405,1
fifa soccer 12,X360,Sports,Ea Sports,Ea Canada,9.2,4.18,0.85,0.02,2.79,0.52,2011.0,17,35,167,90.0,69.0,0.20570866141732283,0.8987341772151899,0.711340206185567,0.436070374979064,1
call of duty: ghosts,Ps4,Shooter,Activision,Infinity Ward,7.5,4.17,1.79,0.05,1.64,0.69,2013.0,15,23,23,78.0,44.0,0.20521653543307086,0.7468354430379747,0.4536082474226804,0.3485572995712088,1
frogger,Ps,Action,Hasbro Interactive,Millenium Interactive,7.3,4.16,3.79,0.0,0.27,0.11,1997.0,0,20,278,61.0,58.0,0.2047244094488189,0.5316455696202531,0.5979381443298969,0.35206601719480357,1
fifa 14,X360,Sports,Ea Sports,Ea Canada,7.3,4.15,0.94,0.01,2.92,0.29,2013.0,17,35,167,84.0,51.0,0.20423228346456695,0.8227848101265823,0.5257731958762887,0.37740039056679964,1
madden nfl 2003,Ps2,Sports,Ea Sports,Ea Tiburon,9.4,4.14,3.36,0.01,0.21,0.56,2002.0,17,21,167,95.0,70.0,0.20374015748031493,0.9620253164556962,0.7216494845360825,0.446960263090564,1
destiny 2,Ps4,Shooter,Activision,Bungie,7.3,4.14,1.92,0.1,1.44,0.69,2017.0,15,23,23,85.0,51.0,0.20374015748031493,0.8354430379746836,0.5257731958762887,0.37900384915346363,1
fifa 07 soccer,Ps2,Sports,Ea Sports,Team Fusion,8.4,4.11,0.71,0.03,2.48,0.89,2006.0,17,21,167,73.0,71.0,0.20226377952755906,0.6835443037974683,0.7319587628865979,0.40687960400780515,1
batman: arkham knight,Ps4,Action,Warner Bros. Interactive,Rocksteady Studios,8.1,4.11,1.65,0.11,1.68,0.66,2015.0,0,23,717,87.0,81.0,0.20226377952755906,0.8607594936708861,0.8350515463917526,0.45923507836510646,1
the sims 4,Pc,Simulation,Electronic Arts,Maxis,7.0,4.1,1.2,0.0,2.6,0.3,2014.0,16,17,178,70.0,43.0,0.20177165354330706,0.6455696202531646,0.44329896907216493,0.32872317743200014,1
fallout: new vegas,X360,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,4.08,2.67,0.04,1.03,0.34,2010.0,13,35,87,84.0,86.0,0.20078740157480315,0.8227848101265823,0.8865979381443299,0.4655396469999517,1
carnival games,Wii,Misc,Global Star Software,Cat Daddy Games,4.2,4.06,2.12,0.05,1.47,0.42,2007.0,6,31,252,49.0,31.0,0.1998031496062992,0.379746835443038,0.31958762886597936,0.25674082229673,0
far cry 4,Ps4,Shooter,Ubisoft,Ubisoft Montreal,8.4,4.06,1.18,0.11,2.14,0.63,2014.0,15,23,685,85.0,77.0,0.1998031496062992,0.8354430379746836,0.7938144329896907,0.44365195370740473,1
assassin's creed origins,Ps4,Action,Ubisoft,Ubisoft Montreal,7.3,4.06,1.22,0.11,2.11,0.63,2017.0,0,23,685,81.0,73.0,0.1998031496062992,0.7848101265822784,0.7525773195876289,0.4257477386480285,1
world soccer winning eleven 9,Ps2,Sports,Konami,Konami Computer Entertainment Tokyo,8.9,4.06,0.12,0.9,2.26,0.77,2006.0,17,21,353,89.0,68.0,0.1998031496062992,0.8860759493670886,0.7010309278350515,0.42805101412760566,1
forza motorsport 2,X360,Racing,Microsoft Game Studios,Turn 10 Studios,9.1,4.05,2.35,0.03,1.27,0.41,2007.0,12,35,410,90.0,79.0,0.19931102362204722,0.8987341772151899,0.8144329896907216,0.4580049881781872,1
tekken tag tournament,Ps2,Fighting,Namco,Namco,8.7,4.05,1.68,0.51,1.51,0.35,2000.0,5,21,435,85.0,84.0,0.19931102362204722,0.8354430379746836,0.865979381443299,0.46139791523025564,1
fallout 3,Ps3,Role-Playing,Bethesda Softworks,Bethesda Game Studios,8.8,4.0,2.18,0.07,1.15,0.61,2008.0,13,22,87,93.0,82.0,0.19685039370078738,0.9367088607594937,0.845360824742268,0.4699567715199635,1
the elder scrolls v: skyrim,Pc,Role-Playing,Bethesda Softworks,Bethesda Game Studios,9.2,3.99,1.18,0.0,2.25,0.56,2011.0,13,17,87,96.0,86.0,0.19635826771653545,0.9746835443037974,0.8865979381443299,0.48566697681157334,1
nba 2k16,Ps4,Sports,2K Sports,Visual Concepts,8.7,3.98,2.56,0.05,0.66,0.71,2015.0,17,23,7,87.0,68.0,0.19586614173228345,0.8607594936708861,0.7010309278350515,0.42189134104876586,1
far cry 5,Ps4,Action,Ubisoft,Ubisoft,7.9,3.95,1.44,0.15,1.73,0.62,2018.0,0,23,685,81.0,69.0,0.19438976377952757,0.7848101265822784,0.711340206185567,0.41219042880145007,1
battlefield 4,Ps4,Shooter,Electronic Arts,Ea Dice,8.3,3.94,1.4,0.19,1.74,0.62,2013.0,15,23,178,81.0,64.0,0.19389763779527558,0.7848101265822784,0.6597938144329897,0.39900855527275453,1
assassin's creed iv: black flag,Ps3,Action-Adventure,Ubisoft,Ubisoft Montreal,8.7,3.94,1.34,0.13,1.86,0.62,2013.0,1,22,685,88.0,83.0,0.19389763779527558,0.8734177215189873,0.8556701030927835,0.4612687666782093,1
tony hawk's underground,Ps2,Sports,Activision,Neversoft Entertainment,8.7,3.9,2.29,0.01,1.17,0.42,2003.0,17,21,23,90.0,86.0,0.1919291338582677,0.8987341772151899,0.8865979381443299,0.47161709143332153,1
sports champions,Ps3,Sports,Sony Computer Entertainment,Sce San Diego Studio,7.6,3.88,2.15,0.1,1.13,0.5,2010.0,17,22,585,76.0,78.0,0.19094488188976377,0.7215189873417721,0.8041237113402062,0.42382570507017564,1
world soccer winning eleven 8 international,Ps2,Sports,Konami,Konami Computer Entertainment Tokyo,9.3,3.85,0.16,1.12,1.89,0.68,2005.0,17,21,353,91.0,77.0,0.18946850393700787,0.9113924050632911,0.7938144329896907,0.448843571369121,1
lego indiana jones: the original adventures,X360,Adventure,Lucasarts,Traveller'S Tales,7.5,3.76,2.4,0.0,1.01,0.36,2008.0,2,35,369,77.0,79.0,0.18503937007874013,0.7341772151898734,0.8144329896907216,0.4247584517484055,1
the sims: unleashed,Pc,Simulation,Electronic Arts,Maxis,7.3,3.76,2.03,0.0,1.56,0.17,2002.0,16,17,178,79.0,71.0,0.18503937007874013,0.759493670886076,0.7319587628865979,0.407937363401805,1
ratchet & clank: size matters,Psp,Platform,Sony Computer Entertainment,High Impact Games,8.5,3.75,1.4,0.1,1.4,0.86,2007.0,10,25,585,85.0,78.0,0.1845472440944882,0.8354430379746836,0.8041237113402062,0.43707572998794697,1
fifa 17,Xone,Sports,Electronic Arts,Ea Canada,8.8,3.71,1.04,0.0,2.4,0.27,2016.0,17,38,178,84.0,61.0,0.18257874015748032,0.8227848101265823,0.6288659793814433,0.3901814604588364,1
fifa soccer 2005,Ps2,Sports,Ea Sports,Ea Canada,8.4,3.7,0.58,0.04,2.48,0.59,2004.0,17,21,167,81.0,59.0,0.18208661417322836,0.7848101265822784,0.6082474226804123,0.3790353431613819,1
tony hawk's pro skater 4,Ps2,Sports,Activision,Neversoft Entertainment,9.6,3.67,2.13,0.01,1.18,0.35,2002.0,17,21,23,94.0,82.0,0.18061023622047243,0.9493670886075949,0.845360824742268,0.4621114112089897,1
mysims,Ds,Simulation,Electronic Arts,Ea Redwood Shores,6.7,3.66,1.58,0.08,1.6,0.4,2007.0,16,4,178,68.0,72.0,0.18011811023622049,0.620253164556962,0.7422680412371134,0.38667585113455494,1
midnight club 3: dub edition,Psp,Racing,Rockstar Games,Rockstar Leeds,7.2,3.66,1.65,0.0,1.22,0.79,2005.0,12,25,552,84.0,89.0,0.18011811023622049,0.8227848101265823,0.9175257731958762,0.4608700309596887,1
socom: u.s. navy seals,Ps2,Shooter,Sony Computer Entertainment,Zipper Interactive,8.0,3.65,2.53,0.06,0.81,0.24,2002.0,15,21,585,82.0,84.0,0.1796259842519685,0.7974683544303798,0.865979381443299,0.4438906890765628,1
battlefield 4,Ps3,Shooter,Electronic Arts,Ea Dice,8.7,3.64,1.31,0.27,1.5,0.55,2013.0,15,22,178,81.0,64.0,0.17913385826771655,0.7848101265822784,0.6597938144329897,0.3901502875562191,1
jak and daxter: the precursor legacy,Ps2,Platform,Sony Computer Entertainment,Naughty Dog,9.0,3.64,2.08,0.15,1.09,0.33,2001.0,10,21,585,90.0,87.0,0.17913385826771655,0.8987341772151899,0.8969072164948454,0.4665172456666198,1
pro evolution soccer 2008,Ps2,Sports,Konami,Konami,8.2,3.63,0.05,0.64,0.0,2.93,2008.0,17,21,353,76.0,72.0,0.17864173228346455,0.7215189873417721,0.7422680412371134,0.40097989778062293,1
fifa soccer 10,Ps3,Sports,Ea Sports,Ea Canada,9.0,3.63,0.6,0.05,2.46,0.52,2009.0,17,22,167,90.0,74.0,0.17864173228346455,0.8987341772151899,0.7628865979381443,0.4327168154368933,1
the simpsons: road rage,Ps2,Racing,Electronic Arts,Radical Entertainment,6.1,3.61,2.02,0.0,1.17,0.42,2001.0,12,21,178,64.0,68.0,0.17765748031496062,0.569620253164557,0.7010309278350515,0.3672952581224228,1
star wars battlefront,Ps2,Shooter,Lucasarts,Pandemic Studios,8.1,3.61,1.93,0.03,1.22,0.44,2004.0,15,21,369,73.0,51.0,0.17765748031496062,0.6835443037974683,0.5257731958762887,0.3405694327276688,1
doom ii,Pc,Shooter,Gt Interactive,Id Software,9.3,3.61,2.05,0.0,1.4,0.16,1994.0,15,17,265,77.0,80.0,0.17765748031496062,0.7341772151898734,0.8247422680412371,0.42290663747776663,1
assassin's creed syndicate,Ps4,Action,Ubisoft,Ubisoft Quebec,8.6,3.6,0.9,0.08,2.06,0.55,2015.0,0,23,685,76.0,69.0,0.17716535433070865,0.7215189873417721,0.711340206185567,0.39236211224608275,1
star wars battlefront ii,Ps2,Shooter,Lucasarts,Pandemic Studios,8.5,3.59,2.18,0.03,1.02,0.37,2005.0,15,21,369,68.0,18.0,0.17667322834645668,0.620253164556962,0.18556701030927836,0.24543366426873792,0
cooking mama 2: dinner with friends,Ds,Simulation,Majesco,Office Create,6.9,3.58,1.6,0.1,1.49,0.39,2007.0,16,4,375,70.0,82.0,0.17618110236220472,0.6455696202531646,0.845360824742268,0.4138843106408645,1
the getaway,Ps2,Action,Sony Computer Entertainment,Team Soho,7.7,3.54,1.23,0.05,1.77,0.49,2003.0,0,21,585,72.0,74.0,0.17421259842519685,0.6708860759493671,0.7628865979381443,0.39588211993205924,1
tomb raider iii: adventures of lara croft,Ps,Adventure,Eidos Interactive,Core Design Ltd.,8.2,3.54,1.66,0.12,1.58,0.18,1998.0,2,20,174,76.0,80.0,0.17421259842519685,0.7215189873417721,0.8247422680412371,0.4189409741666932,1
grand theft auto: liberty city stories,Ps2,Action,Rockstar Games,Rockstar Leeds,8.3,3.54,1.56,0.07,1.4,0.5,2006.0,0,21,552,88.0,80.0,0.17421259842519685,0.8734177215189873,0.8247422680412371,0.44172578429327547,1
battlefield 4,X360,Shooter,Electronic Arts,Ea Dice,8.7,3.54,2.16,0.02,1.05,0.32,2013.0,15,35,178,81.0,64.0,0.17421259842519685,0.7848101265822784,0.6597938144329897,0.38719753165070725,1
batman: arkham asylum,X360,Action,Eidos Interactive,Rocksteady Studios,9.1,3.54,2.24,0.02,0.95,0.33,2009.0,0,35,174,92.0,86.0,0.17421259842519685,0.9240506329113924,0.8865979381443299,0.4647846385279094,1
resident evil 5,X360,Action,Capcom,Capcom,8.6,3.53,2.13,0.12,0.93,0.34,2009.0,0,35,107,83.0,73.0,0.17372047244094488,0.810126582278481,0.7525773195876289,0.41389560070324627,1
assassin's creed: brotherhood,X360,Action,Ubisoft,Ubisoft Montreal,9.1,3.53,2.87,0.03,0.39,0.25,2010.0,0,35,685,89.0,83.0,0.17372047244094488,0.8860759493670886,0.8556701030927835,0.45106120164282604,1
james bond 007: agent under fire,Ps2,Shooter,Electronic Arts,Ea Redwood Shores,7.3,3.53,1.9,0.1,1.13,0.41,2001.0,15,21,178,72.0,76.0,0.17372047244094488,0.6708860759493671,0.7835051546391752,0.40074148351676575,1
fifa soccer 11,X360,Sports,Ea Sports,Ea Canada,8.7,3.52,0.71,0.02,2.39,0.4,2010.0,17,35,167,88.0,76.0,0.1732283464566929,0.8734177215189873,0.7835051546391752,0.43082595476165764,1
nba 2k17,Ps4,Sports,2K Sports,Visual Concepts,9.0,3.52,2.28,0.03,0.59,0.63,2016.0,17,23,7,88.0,64.0,0.1732283464566929,0.8734177215189873,0.6597938144329897,0.39989811971011124,1
mortal kombat x,Ps4,Fighting,Warner Bros. Interactive Entertainment,Netherrealm Studios,7.3,3.49,1.94,0.0,0.94,0.61,2015.0,5,23,718,83.0,77.0,0.171751968503937,0.810126582278481,0.7938144329896907,0.423023776691557,1
fifa soccer 2004,Ps2,Sports,Ea Sports,Ea Canada,8.0,3.49,0.59,0.04,2.36,0.51,2003.0,17,21,167,84.0,67.0,0.171751968503937,0.8227848101265823,0.6907216494845361,0.3991493149924836,1
borderlands,X360,Shooter,2K Games,Gearbox Software,8.3,3.48,2.43,0.03,0.72,0.3,2009.0,15,35,5,84.0,78.0,0.17125984251968504,0.8227848101265823,0.8041237113402062,0.4272045548658499,1
battlefield: bad company 2,X360,Shooter,Electronic Arts,Ea Digital Illusions Ce,9.0,3.48,2.11,0.04,1.01,0.33,2010.0,15,35,178,88.0,83.0,0.17125984251968504,0.8734177215189873,0.8556701030927835,0.447686089512855,1
mario & sonic at the olympic winter games,Ds,Sports,Sega,Sega,7.6,3.47,1.21,0.27,1.63,0.37,2009.0,17,4,566,72.0,77.0,0.17076771653543307,0.6708860759493671,0.7938144329896907,0.4015471495610876,1
guitar hero: on tour,Ds,Misc,Activision,Vicarious Visions,7.1,3.46,2.1,0.01,1.01,0.35,2008.0,6,4,23,71.0,64.0,0.1702755905511811,0.6582278481012658,0.6597938144329897,0.36584798515414596,1
tekken 4,Ps2,Fighting,Namco,Namco,7.9,3.44,1.55,0.33,1.27,0.29,2002.0,5,21,435,79.0,77.0,0.16929133858267717,0.759493670886076,0.7938144329896907,0.4139524620299404,1
lego batman: the videogame,X360,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.5,3.44,2.07,0.0,1.04,0.34,2008.0,2,35,717,76.0,80.0,0.16929133858267717,0.7215189873417721,0.8247422680412371,0.4159882182611814,1
halo: the master chief collection,Xone,Shooter,Microsoft Studios,343 Industries,8.8,3.44,2.06,0.03,1.04,0.31,2014.0,15,38,411,85.0,78.0,0.16929133858267717,0.8354430379746836,0.8041237113402062,0.4279221866808604,1
littlebigplanet 2,Ps3,Platform,Sony Computer Entertainment,Media Molecule,9.1,3.43,1.83,0.06,1.07,0.47,2011.0,10,22,585,91.0,86.0,0.1687992125984252,0.9113924050632911,0.8865979381443299,0.4596378728546312,1
fifa 14,Ps4,Sports,Ea Sports,Ea Canada,7.3,3.43,0.62,0.12,2.18,0.51,2013.0,17,23,167,84.0,51.0,0.1687992125984252,0.8227848101265823,0.5257731958762887,0.3561405480471146,1
grand theft auto 2,Ps,Action,Rockstar Games,Dma Design,6.9,3.42,1.13,0.0,2.07,0.22,1999.0,0,20,552,70.0,75.0,0.16830708661417323,0.6455696202531646,0.7731958762886598,0.3911186640786436,1
destiny,Xone,Shooter,Activision,Bungie,8.3,3.41,2.17,0.0,0.92,0.32,2014.0,15,38,23,76.0,61.0,0.16781496062992127,0.7215189873417721,0.6288659793814433,0.3661333193245794,1
spider-man 2,Ps2,Action,Activision,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,2004.0,0,21,23,83.0,76.0,0.16781496062992127,0.810126582278481,0.7835051546391752,0.41808425237951874,1
fifa soccer 2003,Ps2,Sports,Ea Sports,Ea Canada,7.3,3.4,0.46,0.05,2.28,0.61,2002.0,17,21,167,88.0,73.0,0.16732283464566927,0.8734177215189873,0.7525773195876289,0.41955068891215686,1
crash bash,Ps,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,2000.0,6,20,585,68.0,79.0,0.16683070866141733,0.620253164556962,0.8144329896907216,0.3967446473030751,1
gears of war 4,Xone,Shooter,Microsoft Studios,The Coalition,7.3,3.38,2.17,0.0,0.9,0.32,2016.0,15,38,411,84.0,71.0,0.16633858267716534,0.8227848101265823,0.7319587628865979,0.40621056184693605,1
the elder scrolls v: skyrim special edition,Ps4,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,2016.0,13,23,87,84.0,83.0,0.1653543307086614,0.8227848101265823,0.8556701030927835,0.43654784571738003,1
watch dogs 2,Ps4,Action,Ubisoft,Ubisoft,7.3,3.36,0.98,0.12,1.74,0.52,2016.0,0,23,685,82.0,76.0,0.1653543307086614,0.7974683544303798,0.7835051546391752,0.41470914024954764,1
assassin's creed iv: black flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,2013.0,1,35,685,88.0,83.0,0.16437007874015747,0.8734177215189873,0.8556701030927835,0.44355223124513843,1
nba 2k18,Ps4,Sports,2K Sports,Visual Concepts,8.1,3.34,2.13,0.04,0.57,0.59,2017.0,17,23,7,80.0,19.0,0.16437007874015747,0.7721518987341772,0.1958762886597938,0.2634139042191695,0
star wars episode iii: revenge of the sith,Ps2,Action,Lucasarts,The Collective,7.3,3.32,1.47,0.03,1.39,0.43,2005.0,0,21,369,61.0,79.0,0.16338582677165353,0.5316455696202531,0.8144329896907216,0.38138657892871053,1
max payne,Ps2,Shooter,Rockstar Games,Remedy Entertainment,8.1,3.31,1.99,0.05,1.05,0.22,2001.0,15,21,552,89.0,90.0,0.16289370078740156,0.8860759493670886,0.9278350515463918,0.46260637576410213,1
madden nfl 16,Ps4,Sports,Ea Sports,Ea Tiburon,8.2,3.3,2.39,0.0,0.31,0.61,2015.0,17,23,167,83.0,58.0,0.1624015748031496,0.810126582278481,0.5979381443298969,0.3684444683061361,1
the lord of the rings: the return of the king,Ps2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,2003.0,0,21,178,85.0,85.0,0.16141732283464566,0.8354430379746836,0.8762886597938144,0.44123901434544355,1
madden nfl 17,Ps4,Sports,Ea Sports,Ea Tiburon,8.5,3.28,2.3,0.0,0.37,0.6,2016.0,17,23,167,82.0,42.0,0.16141732283464566,0.7974683544303798,0.4329896907216495,0.3247180695457567,1
far cry 3,Ps3,Shooter,Ubisoft,Ubisoft Montreal,7.3,3.27,0.88,0.1,1.79,0.5,2012.0,15,22,685,88.0,84.0,0.1609251968503937,0.8734177215189873,0.865979381443299,0.4440626216989091,1
true crime: streets of la,Ps2,Action,Activision,Luxoflux,7.3,3.27,1.89,0.02,1.05,0.31,2003.0,0,21,23,77.0,75.0,0.1609251968503937,0.7341772151898734,0.7731958762886598,0.3999806694608822,1
fifa 16,Xone,Sports,Ea Sports,Ea Canada,8.5,3.25,0.92,0.0,2.1,0.24,2015.0,17,38,167,84.0,48.0,0.15994094488188976,0.8227848101265823,0.4948453608247423,0.34309362865430676,1
l.a. noire,Ps3,Adventure,Rockstar Games,Team Bondi,9.1,3.21,1.29,0.12,1.31,0.49,2011.0,2,22,552,89.0,79.0,0.1579724409448819,0.8860759493670886,0.8144329896907216,0.4313031043946728,1
wwf smackdown! 2: know your role,Ps,Fighting,Thq,Yuke'S,8.7,3.2,1.76,0.07,1.21,0.16,2000.0,5,20,657,90.0,82.0,0.15748031496062992,0.8987341772151899,0.845360824742268,0.44063852174422347,1
assassin's creed iv: black flag,Ps4,Action-Adventure,Ubisoft,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,2013.0,1,23,685,88.0,83.0,0.15698818897637795,0.8734177215189873,0.8556701030927835,0.4391230973868707,1
enter the matrix,Ps2,Action,Atari,Shiny Entertainment,7.3,3.18,1.78,0.09,1.12,0.19,2003.0,0,21,68,65.0,77.0,0.15649606299212598,0.5822784810126582,0.7938144329896907,0.379693018194597,1
assassin's creed odyssey,Ps4,Action-Adventure,Ubisoft,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,2018.0,1,23,685,83.0,68.0,0.15649606299212598,0.810126582278481,0.7010309278350515,0.3906743570958106,1
fallout: new vegas,Ps3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,2010.0,13,22,87,84.0,86.0,0.15600393700787402,0.8227848101265823,0.8865979381443299,0.4386695682597942,1
fifa 18,Xone,Sports,Ea Sports,Ea Vancouver,8.0,3.14,0.98,0.0,1.92,0.23,2017.0,17,38,167,84.0,41.0,0.1545275590551181,0.8227848101265823,0.422680412371134,0.3218043600448417,1
the elder scrolls iv: oblivion,Ps3,Role-Playing,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,2007.0,13,22,87,94.0,85.0,0.15354330708661418,0.9493670886075949,0.8762886597938144,0.4536032124915613,1
resident evil 6,Ps3,Action,Capcom,Capcom,7.3,3.12,0.88,0.88,0.97,0.39,2012.0,0,22,107,67.0,53.0,0.15354330708661418,0.6075949367088608,0.5463917525773195,0.3198631629026275,1
need for speed iii: hot pursuit,Ps,Racing,Electronic Arts,Ea Canada,7.3,3.12,2.14,0.0,0.86,0.13,1998.0,12,20,178,88.0,75.0,0.15354330708661418,0.8734177215189873,0.7731958762886598,0.41643761155198156,1
titanfall,Xone,Shooter,Electronic Arts,Respawn Entertainment,7.3,3.11,1.88,0.04,0.91,0.28,2014.0,15,38,178,86.0,68.0,0.15305118110236218,0.8481012658227848,0.7010309278350515,0.3943036304935979,1
nba 2k13,X360,Sports,2K Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,2012.0,17,35,7,88.0,72.0,0.15305118110236218,0.8734177215189873,0.7422680412371134,0.4084103771985438,1
mass effect 2,X360,Role-Playing,Electronic Arts,Bioware Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,2010.0,13,35,178,96.0,89.0,0.15255905511811024,0.9746835443037974,0.9175257731958762,0.46711940801540486,1
lego batman: the videogame,Wii,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.3,3.08,1.8,0.0,0.98,0.29,2008.0,2,31,717,76.0,80.0,0.1515748031496063,0.7215189873417721,0.8247422680412371,0.40535829700133885,1
madden nfl 2002,Ps2,Sports,Ea Sports,Ea Sports,7.3,3.08,2.5,0.01,0.16,0.42,2001.0,17,21,167,94.0,48.0,0.1515748031496063,0.9493670886075949,0.4948453608247423,0.3570612853870886,1
saints row 2,X360,Action,Thq,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,2008.0,0,35,657,81.0,83.0,0.1510826771653543,0.7848101265822784,0.8556701030927835,0.4222886510597502,1
call of duty: ghosts,Xone,Shooter,Activision,Infinity Ward,7.5,3.07,1.92,0.0,0.86,0.28,2013.0,15,38,23,78.0,44.0,0.1510826771653543,0.7468354430379747,0.4536082474226804,0.31607698461057887,1
the sims: vacation,Pc,Simulation,Electronic Arts,Maxis,7.3,3.07,1.72,0.0,1.21,0.14,2002.0,16,17,178,75.0,80.0,0.1510826771653543,0.7088607594936709,0.8247422680412371,0.40316428723357245,1
borderlands 2,X360,Shooter,2K Games,Gearbox Software,7.3,3.06,1.89,0.04,0.88,0.26,2013.0,15,35,5,89.0,82.0,0.15059055118110237,0.8860759493670886,0.845360824742268,0.4346059292992917,1
lego batman: the videogame,Ds,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.8,3.06,1.75,0.0,1.02,0.29,2008.0,2,4,717,76.0,80.0,0.15059055118110237,0.7215189873417721,0.8247422680412371,0.4047677458202365,1
metal gear solid v: the phantom pain,Ps4,Action,Konami Digital Entertainment,Kojima Productions,7.3,3.04,0.97,0.5,1.15,0.42,2015.0,0,23,354,93.0,81.0,0.14960629921259844,0.9367088607594937,0.8350515463917526,0.4390329952394213,1
mass effect 3,X360,Role-Playing,Electronic Arts,Bioware,9.5,3.04,1.94,0.03,0.84,0.24,2012.0,13,35,178,93.0,63.0,0.14960629921259844,0.9367088607594937,0.6494845360824743,0.39264124266210165,1
rayman,Ps,Platform,Ubisoft,Ubisoft Montpellier,7.0,3.03,1.54,0.0,1.33,0.16,1995.0,10,20,685,84.0,77.0,0.14911417322834644,0.8227848101265823,0.7938144329896907,0.41133983370341787,1
tom clancy's splinter cell,Xb,Action,Ubisoft,Ubisoft,9.3,3.02,1.85,0.0,1.04,0.13,2002.0,0,36,685,93.0,83.0,0.14862204724409447,0.9367088607594937,0.8556701030927835,0.4435970832335766,1
wwe smackdown! vs. raw 2006,Ps2,Fighting,Thq,Yuke'S,8.4,3.0,1.57,0.0,1.02,0.41,2005.0,5,21,657,84.0,82.0,0.14763779527559054,0.8227848101265823,0.845360824742268,0.42334060486990865,1
far cry 3,X360,Shooter,Ubisoft,Ubisoft Montreal,7.3,2.98,1.38,0.02,1.33,0.25,2012.0,15,35,685,88.0,84.0,0.1466535433070866,0.8734177215189873,0.865979381443299,0.4354996295729248,1
hitman 2: silent assassin,Ps2,Action,Eidos Interactive,Io Interactive,7.3,2.96,1.36,0.04,1.15,0.41,2002.0,0,21,174,84.0,79.0,0.14566929133858267,0.8227848101265823,0.8144329896907216,0.4144275437448174,1
battlefield: bad company 2,Ps3,Shooter,Electronic Arts,Ea Digital Illusions Ce,8.9,2.96,1.33,0.08,1.11,0.44,2010.0,15,22,178,88.0,83.0,0.14566929133858267,0.8734177215189873,0.8556701030927835,0.4323317588041936,1
street fighter iv,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2009.0,5,35,107,93.0,74.0,0.14517716535433073,0.9367088607594937,0.7628865979381443,0.4183342778110586,1
