title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded,metascore,userscore,total_sales_scaled,metascore_scaled,userscore_scaled,combined_score,success_combined
wrc: fia world rally championship,Pc,Racing,Unknown,Milestone S.R.L,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,12,17,693,68.0,50.0,0.0004921259842519685,0.620253164556962,0.5154639175257731,0.22219922965553876,0
grooverider: slot car thunder,Xb,Racing,Encore,King Of The Jungle,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,12,36,182,45.0,0.0,0.0004921259842519685,0.3291139240506329,0.0,0.04966236419814611,0
rock n' roll racing,Snes,Racing,Interplay Productions,Silicon & Synapse,7.3,0.01,0.0,0.01,0.0,0.0,1993.0,12,29,321,80.0,78.0,0.0004921259842519685,0.7721518987341772,0.8041237113402062,0.3171489882357293,1
furious karting,Xb,Racing,Atari,Babylon Software,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,12,36,68,63.0,0.0,0.0004921259842519685,0.5569620253164557,0.0,0.08383957938801952,0
conflict: denied ops,Pc,Shooter,Eidos Interactive,Pivotal Games,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,15,17,174,52.0,34.0,0.0004921259842519685,0.4177215189873418,0.35051546391752575,0.15058236941803388,0
greg hastings' tournament paintball max'd,Ps2,Shooter,Activision,Wxp,7.3,0.01,0.01,0.0,0.0,0.0,2006.0,15,21,23,69.0,0.0,0.0004921259842519685,0.6329113924050633,0.0,0.09523198445131068,0
mothergunship,Xone,Shooter,Sold Out,Grip Games,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,15,38,583,72.0,63.0,0.0004921259842519685,0.6708860759493671,0.6494845360824743,0.2632993210035748,0
the chronicles of riddick: assault on dark athena,Pc,Shooter,Atari,Starbreeze Studios Ab,8.0,0.01,0.0,0.0,0.01,0.0,2009.0,15,17,68,82.0,80.0,0.0004921259842519685,0.7974683544303798,0.8247422680412371,0.3261010957654174,1
borderlands: game of the year edition,Ps3,Shooter,2K Games,Gearbox Software,7.3,0.01,0.0,0.0,0.01,0.0,2010.0,15,22,5,76.0,69.0,0.0004921259842519685,0.7215189873417721,0.711340206185567,0.2863581752382087,0
f.e.a.r. perseus mandate,Pc,Shooter,Sierra Entertainment,Timegate,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,15,17,571,61.0,71.0,0.0004921259842519685,0.5316455696202531,0.7319587628865979,0.2630318017552386,0
ct special forces 2: back in the trenches,Gba,Shooter,Hip Interactive,Lsp,7.4,0.01,0.01,0.0,0.0,0.0,2004.0,15,6,286,76.0,80.0,0.0004921259842519685,0.7215189873417721,0.8247422680412371,0.31470869070212626,1
deus ex,Pc,Shooter,Eidos Interactive,Ion Storm,9.2,0.01,0.0,0.0,0.01,0.0,2000.0,15,17,174,90.0,90.0,0.0004921259842519685,0.8987341772151899,0.9278350515463918,0.3670641650594276,1
inversion,Pc,Shooter,Namco Bandai,Saber Interactive,7.3,0.01,0.01,0.0,0.0,0.0,2012.0,15,17,436,53.0,64.0,0.0004921259842519685,0.43037974683544306,0.6597938144329897,0.22980069122411506,0
deep black,Pc,Shooter,505 Games,Biart Studios,7.3,0.01,0.0,0.0,0.0,0.0,2008.0,15,17,11,47.0,52.0,0.0004921259842519685,0.35443037974683544,0.5360824742268041,0.18748045110927752,0
tom clancy's splinter cell,Pc,Shooter,Ubisoft,Ubisoft,7.3,0.01,0.0,0.0,0.0,0.0,2003.0,15,17,685,93.0,83.0,0.0004921259842519685,0.9367088607594937,0.8556701030927835,0.3547191304776711,1
call of juarez,Pc,Shooter,Ubisoft,Techland,6.7,0.01,0.0,0.0,0.01,0.0,2007.0,15,17,685,71.0,68.0,0.0004921259842519685,0.6582278481012658,0.7010309278350515,0.2742871847645039,0
serious sam ii,Pc,Shooter,2K Games,Croteam,7.3,0.01,0.0,0.0,0.01,0.0,2005.0,15,17,5,72.0,69.0,0.0004921259842519685,0.6708860759493671,0.711340206185567,0.278763238529348,0
unreal tournament 2003,Pc,Shooter,Atari,Digital Extremes,9.0,0.01,0.0,0.0,0.01,0.0,2002.0,15,17,68,86.0,81.0,0.0004921259842519685,0.8481012658227848,0.8350515463917526,0.336273352061907,1
metal slug anthology,Ps2,Shooter,Snk Playmore,Terminal Reality,7.3,0.01,0.0,0.01,0.0,0.0,2007.0,15,21,580,73.0,83.0,0.0004921259842519685,0.6835443037974683,0.8556701030927835,0.3167444469333673,1
blowout,Gc,Shooter,Majesco,Terminal Reality,6.5,0.01,0.01,0.0,0.0,0.0,2003.0,15,8,375,58.0,0.0,0.0004921259842519685,0.4936708860759494,0.0,0.07434590850194359,0
sniper elite iii,Pc,Shooter,Rebellion Developments,Rebellion Developments,7.3,0.01,0.0,0.0,0.01,0.0,2014.0,15,17,533,67.0,69.0,0.0004921259842519685,0.6075949367088608,0.711340206185567,0.26926956764327203,0
space invaders revolution,Ds,Shooter,Mastiff,Taito Corporation,7.3,0.01,0.01,0.0,0.0,0.0,2005.0,15,4,384,49.0,0.0,0.0004921259842519685,0.379746835443038,0.0,0.057257300907006876,0
winback 2: project poseidon,Ps2,Shooter,Koei,Cavia Inc.,7.3,0.01,0.01,0.0,0.01,0.0,2006.0,15,21,350,48.0,0.0,0.0004921259842519685,0.3670886075949367,0.0,0.05535856672979169,0
turok,Pc,Shooter,Touchstone,Propaganda Games,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,15,17,669,69.0,62.0,0.0004921259842519685,0.6329113924050633,0.6391752577319587,0.2550257988843003,0
tempest 4000,Xone,Shooter,Atari,Llamasoft,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,15,38,68,75.0,55.0,0.0004921259842519685,0.7088607594936709,0.5670103092783505,0.24837696683418942,0
men in black ii: alien escape,Gc,Shooter,Infogrames,Melbourne House,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,15,8,316,50.0,69.0,0.0004921259842519685,0.3924050632911392,0.711340206185567,0.23699108663061383,0
wanted: weapons of fate,Pc,Shooter,Warner Bros. Interactive,Grin,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,15,17,717,62.0,71.0,0.0004921259842519685,0.5443037974683544,0.7319587628865979,0.2649305359324538,0
damnation,Pc,Shooter,Codemasters,Blue Omega Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,15,17,118,36.0,37.0,0.0004921259842519685,0.21518987341772153,0.38144329896907214,0.12793458134547744,0
necrovision,Pc,Shooter,1C Company,Farm 51,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,15,17,2,63.0,63.0,0.0004921259842519685,0.5569620253164557,0.6494845360824743,0.2462107134086381,0
gun,Pc,Shooter,Activision,Neversoft Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2005.0,15,17,23,79.0,82.0,0.0004921259842519685,0.759493670886076,0.845360824742268,0.3255595324090296,1
armored core: verdict day,X360,Shooter,Bandai Namco Games,From Software,7.3,0.01,0.0,0.01,0.0,0.0,2013.0,15,35,80,66.0,77.0,0.0004921259842519685,0.5949367088607594,0.7938144329896907,0.28798939016708774,0
mothergunship,Ps4,Shooter,Sold Out,Grip Games,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,15,23,583,72.0,63.0,0.0004921259842519685,0.6708860759493671,0.6494845360824743,0.2632993210035748,0
clive barker's jericho,Pc,Shooter,Codemasters,Mercury Steam / Alchemic Productions,6.4,0.01,0.0,0.0,0.01,0.0,2007.0,15,17,118,63.0,73.0,0.0004921259842519685,0.5569620253164557,0.7525773195876289,0.2719839092849267,0
gungrave vr,Ps4,Shooter,Xseed Games,Iggymob,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,15,23,729,41.0,41.0,0.0004921259842519685,0.27848101265822783,0.422680412371134,0.14773753058206884,0
ziggurat,Ps4,Shooter,Soedesco,Milkstone Studios,7.3,0.01,0.0,0.0,0.01,0.0,2016.0,15,23,582,80.0,73.0,0.0004921259842519685,0.7721518987341772,0.7525773195876289,0.30426239029758495,1
the town of light,Xone,Adventure,Thq Nordic,Lka,7.3,0.01,0.01,0.0,0.0,0.0,2017.0,2,38,658,67.0,66.0,0.0004921259842519685,0.6075949367088608,0.6804123711340206,0.26153760888038546,0
tempest 4000,Ps4,Shooter,Atari,Llamasoft,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,15,23,68,75.0,55.0,0.0004921259842519685,0.7088607594936709,0.5670103092783505,0.24837696683418942,0
darkened skye,Gc,Adventure,Simon & Schuster Interactive,Boston Animation,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,2,8,574,61.0,75.0,0.0004921259842519685,0.5316455696202531,0.7731958762886598,0.2733410801057541,0
apollo justice: ace attorney,3Ds,Adventure,Capcom,Capcom,7.3,0.01,0.0,0.01,0.0,0.0,2017.0,2,2,107,78.0,80.0,0.0004921259842519685,0.7468354430379747,0.8247422680412371,0.31850615905655666,1
harry potter and the chamber of secrets,Pc,Adventure,Electronic Arts,Knowwonder,7.3,0.01,0.0,0.0,0.01,0.0,2002.0,2,17,178,71.0,77.0,0.0004921259842519685,0.6582278481012658,0.7938144329896907,0.2974830610531637,1
alone in the dark (2008),Pc,Adventure,Atari,Eden Studios,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,2,17,68,58.0,50.0,0.0004921259842519685,0.4936708860759494,0.5154639175257731,0.20321188788338687,0
gobliiins 4,Pc,Adventure,Kalypso,Societe Pollene,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,2,17,337,54.0,0.0,0.0004921259842519685,0.4430379746835443,0.0,0.06675097179308281,0
myst iv: revelation,Pc,Adventure,Ubisoft,Ubisoft Montreal,7.3,0.01,0.01,0.0,0.0,0.0,2004.0,2,17,685,82.0,0.0,0.0004921259842519685,0.7974683544303798,0.0,0.11991552875510814,0
legacy of kain: defiance,Pc,Adventure,Eidos Interactive,Crystal Dynamics,7.3,0.01,0.0,0.0,0.01,0.0,2003.0,2,17,174,75.0,87.0,0.0004921259842519685,0.7088607594936709,0.8969072164948454,0.33085119363831317,1
sherlock holmes vs. jack the ripper,Pc,Adventure,Focus Home Interactive,Frogwares,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,2,17,207,73.0,77.0,0.0004921259842519685,0.6835443037974683,0.7938144329896907,0.3012805294075941,1
the tiny bang story,Pc,Adventure,Unknown,Colibri Games,7.3,0.01,0.0,0.0,0.01,0.0,2011.0,2,17,693,63.0,70.0,0.0004921259842519685,0.5569620253164557,0.7216494845360825,0.26425195052204015,0
the adventures of tintin: the game,Pc,Adventure,Ubisoft,Ubisoft,7.3,0.01,0.0,0.0,0.0,0.0,2011.0,2,17,685,63.0,71.0,0.0004921259842519685,0.5569620253164557,0.7319587628865979,0.266829270109669,0
chronicles of mystery: the scorpio ritual,Pc,Adventure,City Interactive,Navarre Corporation,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,2,17,115,62.0,55.0,0.0004921259842519685,0.5443037974683544,0.5670103092783505,0.22369342253039198,0
secret files 2: puritas cordis,Ds,Adventure,Deep Silver,Fusionsphere Systems / Animation Arts,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,2,4,144,64.0,69.0,0.0004921259842519685,0.569620253164557,0.711340206185567,0.2635733651116265,0
harry potter and the goblet of fire,Pc,Adventure,Electronic Arts,Electronic Arts,6.7,0.01,0.0,0.0,0.01,0.0,2005.0,2,17,178,68.0,53.0,0.0004921259842519685,0.620253164556962,0.5463917525773195,0.22993118841842536,0
pirates of black cove,Pc,Adventure,Paradox Interactive,Nitro Games,5.5,0.01,0.0,0.0,0.01,0.0,2011.0,2,17,492,56.0,58.0,0.0004921259842519685,0.46835443037974683,0.5979381443298969,0.2200329762299874,0
heaven's hope,Pc,Adventure,Eurovideo Medien,Mosaic,7.3,0.01,0.0,0.0,0.01,0.0,2016.0,2,17,193,74.0,68.0,0.0004921259842519685,0.6962025316455697,0.7010309278350515,0.27998338729614947,0
curse: the eye of isis,Xb,Adventure,Dreamcatcher Interactive,Asylum Entertainment,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,2,36,161,59.0,58.0,0.0004921259842519685,0.5063291139240507,0.5979381443298969,0.225729178761633,0
leisure suit larry: wet dreams don't dry,Pc,Adventure,Assemble Entertainment,Crazybunch,7.3,0.01,0.0,0.0,0.01,0.0,2018.0,2,17,65,72.0,70.0,0.0004921259842519685,0.6708860759493671,0.7216494845360825,0.28134055811697684,0
nancy drew: the phantom of venice,Pc,Adventure,Her Interactive,Her Interactive,7.3,0.01,0.0,0.0,0.0,0.0,2008.0,2,17,285,69.0,68.0,0.0004921259842519685,0.6329113924050633,0.7010309278350515,0.2704897164100736,0
dark fall 3: lost souls,Pc,Adventure,The Adventure Company,Darkling Room,7.3,0.01,0.0,0.0,0.0,0.0,2010.0,2,17,652,75.0,64.0,0.0004921259842519685,0.7088607594936709,0.6597938144329897,0.27157284312284924,0
scratches,Pc,Adventure,Got Game Entertainment,Nucleosys,7.3,0.01,0.0,0.0,0.01,0.0,2006.0,2,17,255,67.0,80.0,0.0004921259842519685,0.6075949367088608,0.8247422680412371,0.29762008310718957,1
leisure suit larry: box office bust,Pc,Adventure,Codemasters,Team17 Software,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,2,17,118,25.0,18.0,0.0004921259842519685,0.0759493670886076,0.18556701030927836,0.05807943323116191,0
nancy drew: the deadly secret of olde world park,Ds,Adventure,Majesco,Gorilla Systems,7.3,0.01,0.0,0.0,0.0,0.0,2007.0,2,4,375,64.0,0.0,0.0004921259842519685,0.569620253164557,0.0,0.08573831356523472,0
the spiderwick chronicles,Pc,Adventure,Sierra Entertainment,Stormfront Studios,7.3,0.01,0.0,0.0,0.0,0.0,2008.0,2,17,571,59.0,63.0,0.0004921259842519685,0.5063291139240507,0.6494845360824743,0.23861577669977735,0
grip: combat racing,Ps4,Racing,U&I Entertainment,Caged Element,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,12,23,683,71.0,53.0,0.0004921259842519685,0.6582278481012658,0.5463917525773195,0.2356273909500709,0
trackmania turbo,Pc,Racing,Ubisoft,Nadeo,7.3,0.01,0.0,0.0,0.01,0.0,2016.0,12,17,685,81.0,75.0,0.0004921259842519685,0.7848101265822784,0.7731958762886598,0.31131576365005786,1
moto racer 4,Ns,Racing,Maximum Games,Microids,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,12,15,388,49.0,49.0,0.0004921259842519685,0.379746835443038,0.5051546391752577,0.1835459607008213,0
flatout 4: total insanity,Xone,Racing,Strategy First,Kylotonn Entertainment,7.3,0.01,0.01,0.0,0.0,0.0,2017.0,12,38,610,62.0,74.0,0.0004921259842519685,0.5443037974683544,0.7628865979381443,0.27266249469534043,0
motogp 3: ultimate racing technology,Xb,Racing,Thq,Climax Group,7.3,0.01,0.01,0.0,0.0,0.0,2005.0,12,36,657,85.0,0.0,0.0004921259842519685,0.8354430379746836,0.0,0.1256117312867537,0
v-rally 4,Ps4,Racing,Bigben Interactive,Kylotonn,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,12,23,90,58.0,56.0,0.0004921259842519685,0.4936708860759494,0.5773195876288659,0.21867580540916007,0
moto racer 4,Ps4,Racing,Microids,Microids,7.3,0.01,0.01,0.0,0.0,0.0,2017.0,12,23,407,49.0,49.0,0.0004921259842519685,0.379746835443038,0.5051546391752577,0.1835459607008213,0
fast racing neo,Wiiu,Racing,Shin'En,Shin'En,8.1,0.01,0.0,0.0,0.01,0.0,2015.0,12,32,568,81.0,85.0,0.0004921259842519685,0.7848101265822784,0.8762886597938144,0.33708895952634654,1
crusty demons,Xb,Racing,Evolved Games,Climax Group,7.3,0.01,0.01,0.0,0.0,0.0,2006.0,12,36,195,51.0,0.0,0.0004921259842519685,0.4050632911392405,0.0,0.061054769261437256,0
pocket racers,Psp,Racing,Konami,Blade Interactive,3.8,0.01,0.01,0.0,0.0,0.0,2006.0,12,25,353,39.0,0.0,0.0004921259842519685,0.25316455696202533,0.0,0.03826995913485498,0
trailblazers,Ns,Racing,Rising Star Games,Supergonk,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,12,15,549,63.0,53.0,0.0004921259842519685,0.5569620253164557,0.5463917525773195,0.22043751753234941,0
f1 2018,Pc,Racing,Codemasters,Codemasters Birmingham,7.3,0.01,0.0,0.0,0.01,0.0,2018.0,12,17,118,84.0,77.0,0.0004921259842519685,0.8227848101265823,0.7938144329896907,0.3221666053569612,1
micro machines v4,Ps2,Racing,Codemasters,Supersonic Software,7.3,0.01,0.01,0.0,0.0,0.0,2006.0,12,21,118,64.0,79.0,0.0004921259842519685,0.569620253164557,0.8144329896907216,0.2893465609879151,0
sbk superbike world championship,Psp,Racing,Conspiracy Entertainment,Milestone,7.3,0.01,0.01,0.0,0.0,0.0,2009.0,12,25,125,63.0,0.0,0.0004921259842519685,0.5569620253164557,0.0,0.08383957938801952,0
karnaaj rally,Gba,Racing,Jaleco,Paragon 5,7.9,0.01,0.01,0.0,0.0,0.0,2003.0,12,6,328,81.0,0.0,0.0004921259842519685,0.7848101265822784,0.0,0.11801679457789294,0
full auto 2: battlelines,Psp,Racing,Sega,Deep Fried Entertainment,5.5,0.01,0.0,0.0,0.0,0.0,2007.0,12,25,566,67.0,62.0,0.0004921259842519685,0.6075949367088608,0.6391752577319587,0.25122833052987,0
flatout: ultimate carnage,Pc,Racing,Empire Interactive,Bugbear Entertainment,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,12,17,181,80.0,84.0,0.0004921259842519685,0.7721518987341772,0.865979381443299,0.3326129057615025,1
all-star fruit racing,Ns,Racing,Pqube,3Dclouds.It,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,12,15,517,63.0,36.0,0.0004921259842519685,0.5569620253164557,0.3711340206185567,0.17662308454265868,0
juiced 2: hot import nights,Pc,Racing,Thq,Juice Games,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,12,17,657,68.0,77.0,0.0004921259842519685,0.620253164556962,0.7938144329896907,0.29178685852151814,1
superstars v8 racing,X360,Racing,Black Bean Games,Milestone S.R.L,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,12,35,92,66.0,53.0,0.0004921259842519685,0.5949367088607594,0.5463917525773195,0.22613372006399496,0
sega rally revo,Pc,Racing,Sega,Sega Racing Studio,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,12,17,566,77.0,74.0,0.0004921259842519685,0.7341772151898734,0.7628865979381443,0.30114350735356826,1
ride,X360,Racing,Milestone S.R.L.,Milestone S.R.L.,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,12,35,416,66.0,67.0,0.0004921259842519685,0.5949367088607594,0.6907216494845361,0.2622161942907991,0
auto modellista,Xb,Racing,Capcom,Capcom,7.3,0.01,0.0,0.0,0.0,0.0,2004.0,12,36,107,66.0,74.0,0.0004921259842519685,0.5949367088607594,0.7628865979381443,0.2802574314042012,0
nail'd,Pc,Racing,Deep Silver,Techland,7.3,0.01,0.0,0.0,0.01,0.0,2010.0,12,17,144,64.0,69.0,0.0004921259842519685,0.569620253164557,0.711340206185567,0.2635733651116265,0
spy hunter: nowhere to run,Xb,Racing,Midway Games,Terminal Reality,7.3,0.01,0.0,0.0,0.0,0.0,2006.0,12,36,413,51.0,64.0,0.0004921259842519685,0.4050632911392405,0.6597938144329897,0.22600322286968466,0
motogp 08,Pc,Racing,Capcom,Milestone Inc.,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,12,17,107,65.0,54.0,0.0004921259842519685,0.5822784810126582,0.5567010309278351,0.22681230547440867,0
flatout,Wii,Racing,Zoo Games,Team6 Game Studios,7.3,0.01,0.01,0.0,0.0,0.0,2010.0,12,31,737,71.0,74.0,0.0004921259842519685,0.6582278481012658,0.7628865979381443,0.2897511022902771,1
v-rally 4,Xone,Racing,Bigben Interactive,Kylotonn,7.3,0.01,0.01,0.0,0.0,0.0,2018.0,12,38,90,58.0,56.0,0.0004921259842519685,0.4936708860759494,0.5773195876288659,0.21867580540916007,0
sega rally championship,Gba,Racing,Sega,Sega,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,12,6,566,59.0,0.0,0.0004921259842519685,0.5063291139240507,0.0,0.07624464267915877,0
micro machines v4,Ds,Racing,Codemasters,Supersonic Software,7.3,0.01,0.01,0.0,0.0,0.0,2007.0,12,4,118,64.0,79.0,0.0004921259842519685,0.569620253164557,0.8144329896907216,0.2893465609879151,0
aggressive inline,Gba,Sports,Acclaim Entertainment,Full-Fat,7.3,0.01,0.0,0.0,0.0,0.0,2002.0,17,6,20,85.0,70.0,0.0004921259842519685,0.8354430379746836,0.7216494845360825,0.3060241024207743,1
top spin 2,Gba,Sports,2K Sports,Indie Built,6.6,0.01,0.0,0.0,0.0,0.0,2006.0,17,6,7,75.0,74.0,0.0004921259842519685,0.7088607594936709,0.7628865979381443,0.29734603899913786,1
nba 2k10,Pc,Sports,2K Sports,Visual Concepts,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,17,17,7,82.0,73.0,0.0004921259842519685,0.7974683544303798,0.7525773195876289,0.30805985865201535,1
pdc world championship darts 2008,X360,Sports,Unknown,Mere Mortals,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,17,35,693,51.0,0.0,0.0004921259842519685,0.4050632911392405,0.0,0.061054769261437256,0
madden nfl 08,Pc,Sports,Ea Sports,Ea Tiburon,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,17,17,167,85.0,82.0,0.0004921259842519685,0.8354430379746836,0.845360824742268,0.3369519374723207,1
blood bowl,Psp,Sports,Focus Home Interactive,Cyanide Studio,5.0,0.01,0.0,0.0,0.01,0.0,2010.0,17,25,207,72.0,55.0,0.0004921259842519685,0.6708860759493671,0.5670103092783505,0.24268076430254387,0
brian lara international cricket 2007,X360,Sports,Codemasters,Codemasters,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,17,35,118,71.0,82.0,0.0004921259842519685,0.6582278481012658,0.845360824742268,0.31036965899130803,1
pdc world championship darts 2008,Pc,Sports,Unknown,Mere Mortals,7.3,0.01,0.0,0.0,0.01,0.0,2008.0,17,17,693,51.0,0.0,0.0004921259842519685,0.4050632911392405,0.0,0.061054769261437256,0
tiger woods pga tour 06,Pc,Sports,Ea Sports,Ea Sports,7.3,0.01,0.01,0.0,0.0,0.0,2005.0,17,17,167,71.0,0.0,0.0004921259842519685,0.6582278481012658,0.0,0.09902945280574103,0
wta tour tennis,Gc,Sports,Konami,Konami,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,17,8,353,50.0,0.0,0.0004921259842519685,0.3924050632911392,0.0,0.05915603508422206,0
nba 2k13,Psp,Sports,2K Sports,Visual Concepts,7.3,0.01,0.0,0.0,0.0,0.0,2012.0,17,25,7,88.0,72.0,0.0004921259842519685,0.8734177215189873,0.7422680412371134,0.31687494412767764,1
pro evolution soccer 2008,Ds,Sports,Konami,Konami,7.3,0.01,0.01,0.0,0.0,0.0,2008.0,17,4,353,76.0,72.0,0.0004921259842519685,0.7215189873417721,0.7422680412371134,0.29409013400109535,1
ncaa college basketball 2k3,Gc,Sports,Sega,Kush Games,7.3,0.01,0.01,0.0,0.0,0.0,2002.0,17,8,566,83.0,0.0,0.0004921259842519685,0.810126582278481,0.0,0.12181426293232332,0
nhl 16,X360,Sports,Ea Sports,Ea Canada,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,17,35,167,78.0,55.0,0.0004921259842519685,0.7468354430379747,0.5670103092783505,0.254073169365835,0
nhl 08,Pc,Sports,Electronic Arts,Electronic Arts,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,17,17,178,85.0,67.0,0.0004921259842519685,0.8354430379746836,0.6907216494845361,0.2982921436578877,1
mx vs. atv supercross encore,Pc,Sports,Nordic Games,Rainbow Studios,7.3,0.01,0.0,0.0,0.01,0.0,2015.0,17,17,467,42.0,42.0,0.0004921259842519685,0.2911392405063291,0.4329896907216495,0.15221358434691293,0
ultimate beach soccer,Xb,Sports,Dreamcatcher Interactive,Palm Development,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,17,36,161,39.0,0.0,0.0004921259842519685,0.25316455696202533,0.0,0.03826995913485498,0
pro evolution soccer 2008,Pc,Sports,Konami,Konami,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,17,17,353,76.0,72.0,0.0004921259842519685,0.7215189873417721,0.7422680412371134,0.29409013400109535,1
ultimate beach soccer,Gba,Sports,Dreamcatcher Interactive,Magic Pockets,7.3,0.01,0.01,0.0,0.0,0.0,2003.0,17,6,161,39.0,0.0,0.0004921259842519685,0.25316455696202533,0.0,0.03826995913485498,0
pga european tour,N64,Sports,Infogrames,Infogrames,7.3,0.01,0.01,0.0,0.0,0.0,2000.0,17,12,316,58.0,77.0,0.0004921259842519685,0.4936708860759494,0.7938144329896907,0.27279951674936626,0
razor freestyle scooter,Gba,Sports,Crave Entertainment,Crawfish Interactive,7.3,0.01,0.01,0.0,0.0,0.0,2001.0,17,6,128,65.0,0.0,0.0004921259842519685,0.5822784810126582,0.0,0.0876370477424499,0
winning eleven: pro evolution soccer 2007,Pc,Sports,Konami,Konami Computer Entertainment Tokyo,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,17,17,353,79.0,75.0,0.0004921259842519685,0.759493670886076,0.7731958762886598,0.3075182952956275,1
pro evolution soccer 2010,Pc,Sports,Konami,Konami,7.3,0.01,0.0,0.0,0.01,0.0,2009.0,17,17,353,78.0,70.0,0.0004921259842519685,0.7468354430379747,0.7216494845360825,0.292732963180268,1
